x_2018,y_2018,x_2019,y_2019,Fecha_2018,Fecha_2019,Real_2018,Prevista_2018,Programada_2018,Real_2019,Prevista_2019,Programada_2019,Mes,Dia,Temp_2018,Prec_2018,Prec_2019,Temp_2019
33,8,27,9,2018-09-02,2019-09-02,26406.0,26392.85416666667,26389.875,30134.513888888887,30133.33333333333,30109.33333333333,9,2,25.49210526315789,0.39459459459459456,0.7871794871794872,22.644736842105264
27,9,28,9,2018-09-03,2019-09-03,31136.0,31209.66666666667,31104.0,31417.763888888887,31359.486111111113,31379.95833333333,9,3,23.681081081081075,0.9500000000000001,0.0,23.325641025641026
28,9,29,9,2018-09-04,2019-09-04,31471.0,31427.16666666667,31480.54166666667,31650.4375,31633.222222222223,31607.79166666667,9,4,22.035135135135135,0.7236842105263158,0.2578947368421053,22.964102564102564
29,9,30,9,2018-09-05,2019-09-05,31137.0,31167.673611111113,31156.875,30731.79166666667,30771.673611111113,30690.79166666667,9,5,21.231578947368416,3.702631578947369,0.33076923076923076,21.174358974358984
30,9,31,9,2018-09-06,2019-09-06,30471.0,30444.61805555556,30423.29166666667,29624.6875,29638.14583333333,29684.70833333333,9,6,21.150000000000002,0.8615384615384616,1.230769230769231,20.251282051282057
31,9,32,9,2018-09-07,2019-09-07,29934.0,29992.965277777777,29955.95833333333,26386.472222222223,26424.82638888889,26393.0,9,7,21.37894736842105,1.2153846153846153,0.4230769230769231,20.43076923076923
32,9,33,9,2018-09-08,2019-09-08,26295.0,26293.60416666667,26328.0,24383.29861111111,24394.70833333333,24404.04166666667,9,8,20.978947368421053,4.915384615384615,3.2051282051282053,20.492307692307683
33,9,27,10,2018-09-09,2019-09-09,24275.0,24298.22916666667,24206.375,28493.16666666667,28514.58333333333,28445.625,9,9,20.93157894736843,1.9692307692307696,2.892105263157895,20.16153846153846
27,10,28,10,2018-09-10,2019-09-10,28380.0,28457.472222222223,28399.70833333333,28616.97916666667,28636.27083333333,28660.95833333333,9,10,21.48947368421053,0.05128205128205128,2.951351351351351,17.389189189189192
28,10,29,10,2018-09-11,2019-09-11,28806.0,28842.11805555556,28846.83333333333,27358.965277777777,27430.097222222223,27302.20833333333,9,11,22.489473684210523,1.2282051282051283,1.9657894736842103,18.310256410256407
29,10,30,10,2018-09-12,2019-09-12,30626.0,30602.93055555556,30604.08333333333,28205.33333333333,28224.159722222223,28289.16666666667,9,12,23.09473684210526,0.8473684210526317,6.476923076923076,19.6974358974359
30,10,31,10,2018-09-13,2019-09-13,30866.0,30850.27083333333,30884.54166666667,27764.034722222223,27779.527777777777,27808.04166666667,9,13,23.076315789473682,0.14210526315789473,6.930769230769229,20.246153846153845
31,10,32,10,2018-09-14,2019-09-14,30632.0,30664.89583333333,30638.41666666667,24992.11111111111,25003.50694444444,24926.0,9,14,22.760526315789473,1.7447368421052631,2.5052631578947366,20.850000000000005
32,10,33,10,2018-09-15,2019-09-15,26763.0,26750.375,26779.33333333333,23512.54166666667,23539.73611111111,23478.29166666667,9,15,22.136842105263156,1.7717948717948717,2.5763157894736843,21.45263157894737
33,10,27,11,2018-09-16,2019-09-16,24763.0,24770.715277777777,24748.25,28331.902777777777,28361.736111111113,28412.29166666667,9,16,22.313157894736843,0.09736842105263159,0.21052631578947367,21.778947368421058
27,11,28,11,2018-09-17,2019-09-17,29915.0,29948.236111111113,29945.95833333333,29247.97916666667,29247.70833333333,29248.95833333333,9,17,23.10540540540541,2.786486486486487,3.46578947368421,22.294871794871792
28,11,29,11,2018-09-18,2019-09-18,30550.0,30552.861111111113,30600.375,29311.638888888887,29361.18055555556,29312.45833333333,9,18,22.413513513513514,0.4837837837837837,0.06153846153846155,21.353846153846153
29,11,30,11,2018-09-19,2019-09-19,30913.0,30852.60416666667,30765.0,29430.798611111113,29431.06944444444,29334.5,9,19,22.38648648648648,0.21052631578947367,0.3282051282051282,21.34871794871795
30,11,31,11,2018-09-20,2019-09-20,31062.0,31097.18055555556,31071.25,29069.10416666667,29112.25694444444,29001.375,9,20,22.678378378378387,0.28378378378378377,3.302564102564103,21.320512820512818
31,11,32,11,2018-09-21,2019-09-21,30906.0,30904.29166666667,30831.91666666667,25786.9375,25793.19444444444,25747.04166666667,9,21,22.262162162162156,0.07894736842105264,5.644736842105263,19.889473684210525
32,11,33,11,2018-09-22,2019-09-22,27664.0,27682.74305555556,27655.58333333333,23616.31944444444,23668.82638888889,23584.5,9,22,23.302702702702703,0.002631578947368421,0.23421052631578948,18.93157894736842
33,11,27,12,2018-09-23,2019-09-23,25689.0,25708.99305555556,25677.20833333333,27644.07638888889,27667.11805555556,27684.875,9,23,23.61891891891891,0.7842105263157894,1.6921052631578946,18.45641025641026
27,12,28,12,2018-09-24,2019-09-24,30411.0,30419.576388888887,30389.04166666667,28608.93055555556,28604.152777777777,28576.5,9,24,21.84864864864865,0.018421052631578946,0.1868421052631579,20.00769230769231
28,12,29,12,2018-09-25,2019-09-25,30748.0,30715.638888888887,30713.75,29074.534722222223,29054.25694444444,29045.25,9,25,20.770270270270274,0.005263157894736842,0.0,19.471052631578946
29,12,30,12,2018-09-26,2019-09-26,30466.0,30537.18055555556,30502.125,29130.70833333333,29112.861111111113,29042.41666666667,9,26,21.71351351351351,0.8432432432432432,0.28684210526315784,20.18205128205128
30,12,31,12,2018-09-27,2019-09-27,30081.0,30116.20833333333,30045.04166666667,28969.41666666667,29028.30555555556,28952.54166666667,9,27,21.93243243243243,0.007894736842105265,0.3815789473684211,19.9974358974359
31,12,32,12,2018-09-28,2019-09-28,29739.0,29745.534722222223,29654.83333333333,25631.50694444444,25664.99305555556,25647.83333333333,9,28,21.01351351351351,0.002564102564102564,0.023076923076923078,20.017948717948723
32,12,33,12,2018-09-29,2019-09-29,26321.0,26354.25694444444,26245.75,23499.8125,23557.972222222223,23449.95833333333,9,29,20.940540540540535,0.0,0.8692307692307691,20.602564102564106
33,12,27,13,2018-09-30,2019-09-30,24190.0,24260.652777777777,24064.58333333333,28134.80555555556,28180.75,28175.33333333333,9,30,20.432432432432435,0.023076923076923078,0.2487179487179487,21.258974358974363
36,8,37,8,2018-10-01,2019-10-01,28588.0,28603.534722222223,28639.08333333333,29164.548611111113,29164.409722222223,29097.54166666667,10,1,18.97297297297297,0.22564102564102567,0.8743589743589744,20.23243243243243
37,8,38,8,2018-10-02,2019-10-02,28956.0,28904.388888888887,28909.54166666667,28808.35416666667,28816.61805555556,28780.83333333333,10,2,17.5027027027027,0.0,0.8923076923076925,18.215384615384615
38,8,39,8,2018-10-03,2019-10-03,29125.0,29180.75,29153.29166666667,28351.4375,28369.715277777777,28367.04166666667,10,3,18.897297297297296,0.0,0.32051282051282054,18.15128205128205
39,8,40,8,2018-10-04,2019-10-04,29209.0,29219.0625,29215.25,28298.06944444444,28256.472222222223,28257.91666666667,10,4,19.451351351351345,0.0,0.31315789473684214,18.828205128205123
40,8,41,8,2018-10-05,2019-10-05,28826.0,28861.465277777777,28767.04166666667,25348.13194444444,25265.31944444444,25252.91666666667,10,5,19.39166666666667,0.010526315789473684,0.14358974358974358,19.07179487179487
41,8,42,8,2018-10-06,2019-10-06,25759.0,25759.3125,25638.70833333333,23378.92361111111,23327.22916666667,23289.33333333333,10,6,18.283783783783782,1.2025641025641025,0.19743589743589743,18.92820512820513
42,8,36,9,2018-10-07,2019-10-07,23698.0,23723.465277777777,23582.16666666667,27844.79861111111,27820.04166666667,27750.58333333333,10,7,15.775675675675673,3.1921052631578952,0.041025641025641026,19.923076923076923
36,9,37,9,2018-10-08,2019-10-08,27620.0,27609.04166666667,27632.33333333333,28763.090277777777,28790.66666666667,28777.125,10,8,15.616666666666665,0.28205128205128205,0.9282051282051282,20.248717948717946
37,9,38,9,2018-10-09,2019-10-09,27916.0,27955.44444444444,27948.33333333333,28112.99305555556,28162.611111111113,28134.25,10,9,16.228947368421053,4.102564102564102,0.04871794871794872,19.128205128205135
38,9,39,9,2018-10-10,2019-10-10,28435.0,28450.027777777777,28388.66666666667,28498.909722222223,28440.326388888887,28500.33333333333,10,10,17.473684210526315,4.826315789473684,0.005128205128205128,18.933333333333337
39,9,40,9,2018-10-11,2019-10-11,28320.0,28315.77083333333,28241.25,28141.70833333333,28157.201388888887,28143.83333333333,10,11,18.55135135135135,1.3256410256410258,0.03333333333333333,20.148717948717948
40,9,41,9,2018-10-12,2019-10-12,24430.0,24505.57638888889,24450.58333333333,24384.125,24431.5625,24282.79166666667,10,12,19.54736842105263,0.34615384615384615,1.5538461538461537,21.32307692307692
41,9,42,9,2018-10-13,2019-10-13,24557.0,24589.29166666667,24518.54166666667,23195.27083333333,23224.72916666667,23094.83333333333,10,13,20.389473684210518,6.769230769230769,4.871794871794871,19.66923076923077
42,9,36,10,2018-10-14,2019-10-14,23390.0,23391.44444444444,23278.16666666667,27757.99305555556,27760.74305555556,27688.66666666667,10,14,16.099999999999994,6.125641025641025,6.123684210526316,16.025641025641026
36,10,37,10,2018-10-15,2019-10-15,27493.0,27464.04166666667,27445.58333333333,27768.48611111111,27728.86111111111,27838.04166666667,10,15,14.06842105263158,3.215384615384615,1.2769230769230768,13.54871794871795
37,10,38,10,2018-10-16,2019-10-16,28351.0,28353.111111111113,28394.125,28007.86805555556,27983.00694444444,27977.54166666667,10,16,15.778378378378381,0.1,5.82051282051282,15.258974358974362
38,10,39,10,2018-10-17,2019-10-17,28640.0,28675.08333333333,28673.29166666667,28141.402777777777,28125.04861111111,28064.91666666667,10,17,15.792105263157893,3.456410256410256,1.4384615384615382,16.338461538461537
39,10,40,10,2018-10-18,2019-10-18,28618.0,28612.52083333333,28548.95833333333,27612.69444444444,27810.0625,27582.75,10,18,15.772972972972967,8.105128205128203,3.287179487179487,16.91025641025641
40,10,41,10,2018-10-19,2019-10-19,28341.0,28323.5625,28292.54166666667,25028.79861111111,25044.14583333333,25028.58333333333,10,19,15.829729729729731,3.787179487179487,12.3974358974359,15.771052631578943
41,10,42,10,2018-10-20,2019-10-20,25173.0,25235.19444444444,25151.20833333333,23090.027777777777,23139.24305555556,23079.29166666667,10,20,16.565789473684212,4.4461538461538455,3.115384615384616,12.523684210526318
42,10,36,11,2018-10-21,2019-10-21,23348.0,23400.222222222223,23334.95833333333,27396.13888888889,27361.1875,27410.41666666667,10,21,18.073684210526313,0.7692307692307693,3.2051282051282053,11.82820512820513
36,11,37,11,2018-10-22,2019-10-22,27706.0,27712.79166666667,27735.41666666667,28597.50694444444,28548.097222222223,28703.08333333333,10,22,17.099999999999998,0.09743589743589744,10.0,11.279487179487177
37,11,38,11,2018-10-23,2019-10-23,28341.0,28344.27083333333,28253.41666666667,28825.18055555556,28826.43055555556,28862.04166666667,10,23,16.744736842105265,0.023076923076923078,7.110256410256409,11.912820512820513
38,11,39,11,2018-10-24,2019-10-24,28289.0,28312.402777777777,28299.66666666667,28664.909722222223,28646.215277777777,28626.79166666667,10,24,16.59473684210526,0.4230769230769231,1.68974358974359,13.34102564102564
39,11,40,11,2018-10-25,2019-10-25,28302.0,28328.63194444444,28185.16666666667,28347.50694444444,28338.24305555556,28215.33333333333,10,25,16.11052631578947,0.33076923076923076,0.007692307692307694,15.500000000000004
40,11,41,11,2018-10-26,2019-10-26,28346.0,28297.25694444444,28254.58333333333,24626.884615384613,24663.336538461543,24508.19230769231,10,26,14.64722222222222,2.8157894736842106,0.676923076923077,16.876923076923074
41,11,42,11,2018-10-27,2019-10-27,25493.0,25485.409722222223,25383.04166666667,25281.630434782608,25277.255434782608,25127.065217391304,10,27,10.786842105263155,7.743589743589744,0.002564102564102564,16.74102564102564
42,11,36,12,2018-10-28,2019-10-28,24189.0,24190.84057971014,24053.217391304344,27648.29166666667,27655.64583333333,27557.125,10,28,7.5710526315789455,5.864102564102565,0.535897435897436,17.189743589743593
36,12,37,12,2018-10-29,2019-10-29,29692.0,29644.3125,29569.08333333333,28359.048611111113,28311.33333333333,28301.54166666667,10,29,7.972972972972971,4.31025641025641,0.48461538461538467,16.93846153846154
37,12,38,12,2018-10-30,2019-10-30,30820.0,30906.347222222223,30816.95833333333,28319.11805555556,28336.090277777777,28276.20833333333,10,30,9.336842105263157,10.074358974358976,1.6025641025641026,16.930769230769236
38,12,39,12,2018-10-31,2019-10-31,30541.0,30675.44444444444,30589.5,27871.38888888889,27898.36805555556,27866.5,10,31,9.828947368421051,5.871794871794871,2.117948717948718,18.053846153846152
48,8,49,8,2018-11-01,2019-11-01,25860.0,25856.472222222223,25781.75,24073.32638888889,24110.965277777777,23987.95833333333,11,1,10.705263157894736,2.787179487179487,5.1,18.47894736842105
49,8,50,8,2018-11-02,2019-11-02,27518.0,27475.784722222223,27579.625,23956.777777777777,24012.29166666667,23922.54166666667,11,2,13.057894736842105,0.241025641025641,3.9157894736842107,16.781578947368427
50,8,51,8,2018-11-03,2019-11-03,26047.0,26030.24305555556,26011.41666666667,22981.159722222223,23008.04166666667,22948.0,11,3,11.978947368421052,0.10256410256410256,3.3641025641025637,15.263157894736844
51,8,45,9,2018-11-04,2019-11-04,24725.0,24734.85416666667,24698.79166666667,27758.10416666667,27737.597222222223,27675.5,11,4,11.739473684210525,9.838461538461537,5.651282051282052,14.594871794871796
45,9,46,9,2018-11-05,2019-11-05,29778.0,29779.347222222223,29842.66666666667,28641.125,28620.95833333333,28528.04166666667,11,5,10.686842105263159,5.274358974358974,5.361538461538461,12.230769230769234
46,9,47,9,2018-11-06,2019-11-06,30661.0,30662.902777777777,30631.45833333333,28759.625,28756.513888888887,28723.75,11,6,10.478947368421055,5.876923076923076,3.86578947368421,11.758974358974356
47,9,48,9,2018-11-07,2019-11-07,30713.0,30678.47916666667,30709.0,29303.30555555556,29204.52083333333,29176.41666666667,11,7,11.621052631578946,1.1948717948717948,4.866666666666667,10.705128205128204
48,9,49,9,2018-11-08,2019-11-08,30772.0,30816.99305555556,30757.04166666667,29683.31944444444,29704.11805555556,29614.95833333333,11,8,11.154054054054058,7.438461538461539,4.769230769230769,9.461538461538462
49,9,50,9,2018-11-09,2019-11-09,30254.0,30241.05555555556,30215.33333333333,26647.45138888889,26664.9375,26600.54166666667,11,9,10.86578947368421,4.6179487179487175,6.115384615384615,10.01025641025641
50,9,51,9,2018-11-10,2019-11-10,27115.0,27063.95138888889,27028.5,24723.652777777777,24718.31944444444,24698.83333333333,11,10,13.615789473684213,3.0410256410256413,4.317948717948718,9.128205128205126
51,9,45,10,2018-11-11,2019-11-11,24926.0,24877.64583333333,24855.08333333333,30041.36805555556,29998.236111111113,30071.08333333333,11,11,14.060526315789472,5.258974358974358,1.8692307692307695,10.215384615384618
45,10,46,10,2018-11-12,2019-11-12,29610.0,29659.576388888887,29626.79166666667,30536.86805555556,30550.04166666667,30588.20833333333,11,12,12.189473684210526,3.3358974358974356,9.987179487179489,10.479487179487178
46,10,47,10,2018-11-13,2019-11-13,29945.0,29969.611111111113,29954.29166666667,30672.20833333333,30657.60416666667,30566.125,11,13,12.705263157894736,0.20769230769230768,5.735897435897436,12.61025641025641
47,10,48,10,2018-11-14,2019-11-14,29903.0,29944.513888888887,29938.29166666667,31307.388888888887,31332.56944444444,31268.20833333333,11,14,13.67631578947368,1.6743589743589742,6.0256410256410255,8.766666666666667
48,10,49,10,2018-11-15,2019-11-15,29877.0,29900.04166666667,29889.25,31326.111111111113,31361.340277777777,31325.83333333333,11,15,14.56842105263158,4.084615384615384,4.612820512820513,7.217948717948718
49,10,50,10,2018-11-16,2019-11-16,29591.0,29620.05555555556,29633.58333333333,28075.98611111111,28081.74305555556,28069.58333333333,11,16,14.021052631578948,1.4358974358974361,3.3615384615384607,6.95897435897436
50,10,51,10,2018-11-17,2019-11-17,26358.0,26385.81944444444,26277.20833333333,26489.45833333333,26550.55555555556,26497.20833333333,11,17,14.02894736842105,0.8973684210526316,7.458974358974358,8.382051282051284
51,10,45,11,2018-11-18,2019-11-18,24934.0,24954.42361111111,24942.625,31032.111111111113,31005.60416666667,31050.66666666667,11,18,11.959459459459463,7.37027027027027,0.6461538461538462,8.456410256410257
45,11,46,11,2018-11-19,2019-11-19,29766.0,29799.298611111113,29827.16666666667,32146.36805555556,32151.277777777777,32083.91666666667,11,19,11.816216216216215,3.156756756756757,1.1282051282051284,7.435897435897434
46,11,47,11,2018-11-20,2019-11-20,30858.0,30821.33333333333,30847.66666666667,32424.736111111113,32481.472222222223,32425.0,11,20,10.418421052631578,4.45,3.878947368421053,8.1025641025641
47,11,48,11,2018-11-21,2019-11-21,31022.0,31030.94444444444,30970.95833333333,32355.611111111113,32336.05555555556,32361.5,11,21,10.786842105263158,3.3342105263157897,4.3921052631578945,10.112820512820514
48,11,49,11,2018-11-22,2019-11-22,31185.0,31181.5,31213.04166666667,32132.72916666667,32163.201388888887,32085.04166666667,11,22,10.397368421052633,9.015789473684212,15.033333333333331,11.733333333333333
49,11,50,11,2018-11-23,2019-11-23,30980.0,30966.361111111113,30939.66666666667,27684.340277777777,27689.215277777777,27736.0,11,23,9.800000000000002,1.9605263157894737,3.4974358974358974,10.484615384615383
50,11,51,11,2018-11-24,2019-11-24,27770.0,27810.9375,27659.25,25767.11111111111,25793.74305555556,25709.5,11,24,9.926315789473687,4.7368421052631575,2.2307692307692304,9.882051282051279
51,11,45,12,2018-11-25,2019-11-25,26147.0,26135.42361111111,26025.75,30494.972222222223,30529.847222222223,30549.91666666667,11,25,10.799999999999997,6.945945945945945,0.6743589743589744,12.974358974358976
45,12,46,12,2018-11-26,2019-11-26,30927.0,30974.513888888887,30833.375,30942.16666666667,30892.75,30878.33333333333,11,26,10.037837837837841,2.676315789473684,3.7153846153846146,13.846153846153848
46,12,47,12,2018-11-27,2019-11-27,31568.0,31593.64583333333,31617.75,30472.14583333333,30498.14583333333,30366.08333333333,11,27,9.684210526315788,0.015384615384615387,1.4410256410256412,12.55641025641026
47,12,48,12,2018-11-28,2019-11-28,31666.0,31654.63194444444,31637.125,30524.388888888887,30553.340277777777,30484.95833333333,11,28,10.428205128205128,0.6948717948717948,3.271794871794872,12.312820512820513
48,12,49,12,2018-11-29,2019-11-29,31794.0,31762.402777777777,31780.875,29996.61805555556,30029.625,29996.75,11,29,9.976315789473686,3.8,1.6615384615384614,13.207692307692309
49,12,50,12,2018-11-30,2019-11-30,31313.0,31332.902777777777,31200.625,26670.590277777777,26710.11111111111,26621.16666666667,11,30,9.823684210526316,0.6512820512820513,7.351282051282053,12.438461538461542
59,8,60,8,2018-12-01,2019-12-01,28009.0,28068.86111111111,28025.29166666667,25339.222222222223,25374.08333333333,25344.625,12,1,9.773684210526318,0.16153846153846152,5.27948717948718,10.466666666666669
60,8,54,9,2018-12-02,2019-12-02,26021.0,26003.29861111111,25957.08333333333,30116.638888888887,30164.97916666667,30264.125,12,2,11.823684210526316,1.1179487179487178,1.7512820512820508,9.187179487179487
54,9,55,9,2018-12-03,2019-12-03,30442.0,30470.902777777777,30415.0,31071.83333333333,31100.673611111113,31125.41666666667,12,3,12.210526315789473,2.3666666666666667,2.3666666666666667,7.78974358974359
55,9,56,9,2018-12-04,2019-12-04,30776.0,30807.826388888887,30655.04166666667,31497.423611111113,31530.5,31491.08333333333,12,4,13.160526315789475,0.007692307692307694,4.971794871794872,8.182051282051285
56,9,57,9,2018-12-05,2019-12-05,30531.0,30520.972222222223,30534.91666666667,31151.0,31134.847222222223,31232.08333333333,12,5,12.497368421052629,0.4205128205128206,1.071794871794872,9.343589743589742
57,9,58,9,2018-12-06,2019-12-06,26763.0,26752.58333333333,26711.54166666667,27189.24305555556,27214.77083333333,27173.625,12,6,11.928947368421055,0.043589743589743594,0.31052631578947365,9.899999999999999
58,9,59,9,2018-12-07,2019-12-07,27949.0,27971.55555555556,27870.29166666667,26621.32638888889,26613.20833333333,26631.20833333333,12,7,10.586842105263159,0.7615384615384616,0.3820512820512821,9.69230769230769
59,9,60,9,2018-12-08,2019-12-08,26133.0,26125.82638888889,26026.41666666667,25522.80555555556,25561.05555555556,25533.625,12,8,10.544736842105262,0.03846153846153847,2.2769230769230773,9.138461538461534
60,9,54,10,2018-12-09,2019-12-09,25403.0,25420.30555555556,25430.70833333333,28665.00694444444,28688.013888888887,28665.125,12,9,11.273684210526318,0.05384615384615385,0.5410256410256411,9.797435897435895
54,10,55,10,2018-12-10,2019-12-10,30465.0,30499.95833333333,30394.83333333333,31071.38194444444,31109.31944444444,31129.04166666667,12,10,10.65,0.005128205128205128,1.7589743589743587,8.45128205128205
55,10,56,10,2018-12-11,2019-12-11,31472.0,31496.236111111113,31515.16666666667,31622.08333333333,31610.875,31634.70833333333,12,11,9.734210526315787,0.28974358974358977,4.776923076923077,8.756410256410255
56,10,57,10,2018-12-12,2019-12-12,31816.0,31818.3125,31783.54166666667,32222.30555555556,32188.45833333333,32155.33333333333,12,12,9.167567567567568,4.8157894736842115,10.441025641025641,9.346153846153847
57,10,58,10,2018-12-13,2019-12-13,32257.0,32275.60416666667,32153.33333333333,31149.75,31160.840277777777,31069.04166666667,12,13,9.000000000000002,7.465789473684208,0.9256410256410257,13.025641025641022
58,10,59,10,2018-12-14,2019-12-14,31803.0,31855.215277777777,31752.08333333333,27491.13194444444,27470.93055555556,27340.125,12,14,8.505263157894733,2.238461538461538,3.712820512820513,11.766666666666667
59,10,60,10,2018-12-15,2019-12-15,28486.0,28493.61805555556,28398.66666666667,25937.465277777777,25876.57638888889,25748.16666666667,12,15,10.355263157894736,4.084210526315789,2.841025641025641,11.356410256410257
60,10,54,11,2018-12-16,2019-12-16,26801.0,26734.625,26688.70833333333,30659.72916666667,30687.027777777777,30731.16666666667,12,16,10.267567567567568,2.3055555555555554,5.307692307692308,11.02051282051282
54,11,55,11,2018-12-17,2019-12-17,31774.0,31818.5,31726.33333333333,31196.31944444444,31211.24305555556,31231.875,12,17,8.03243243243243,0.04736842105263158,0.9307692307692307,9.023076923076923
55,11,56,11,2018-12-18,2019-12-18,32796.0,32744.31944444444,32697.16666666667,31226.75694444444,31284.93055555556,31156.70833333333,12,18,8.868421052631582,4.497435897435897,8.451282051282051,9.81282051282051
56,11,57,11,2018-12-19,2019-12-19,32158.0,32176.423611111113,32109.125,31195.86805555556,31218.277777777777,31096.125,12,19,9.636842105263156,1.2657894736842106,20.755263157894735,11.81842105263158
57,11,58,11,2018-12-20,2019-12-20,31726.0,31722.402777777777,31699.5,29482.201388888887,29601.88194444444,29360.0,12,20,10.176315789473682,0.4,11.389473684210524,12.960526315789474
58,11,59,11,2018-12-21,2019-12-21,30594.0,30638.763888888887,30589.41666666667,25911.80555555556,25947.909722222223,25957.66666666667,12,21,10.589473684210525,0.3,5.3921052631578945,14.238461538461538
59,11,60,11,2018-12-22,2019-12-22,27152.0,27202.95138888889,27120.33333333333,24058.68055555556,24089.38194444444,24074.16666666667,12,22,10.886842105263161,0.06666666666666667,2.0026315789473688,12.389473684210525
60,11,54,12,2018-12-23,2019-12-23,25478.0,25547.43055555556,25472.16666666667,26284.27083333333,26333.875,26268.91666666667,12,23,10.547368421052633,0.02564102564102564,0.45135135135135135,11.271052631578948
54,12,55,12,2018-12-24,2019-12-24,25500.0,25472.16666666667,25473.625,24042.01388888889,24095.98611111111,23937.875,12,24,9.210256410256411,0.007692307692307694,0.034210526315789476,12.60263157894737
55,12,56,12,2018-12-25,2019-12-25,22332.0,22331.48611111111,22234.625,20894.472222222223,20901.23611111111,20823.916666666668,12,25,9.741025641025642,0.0,0.23421052631578942,12.286842105263158
56,12,57,12,2018-12-26,2019-12-26,26514.0,26480.22916666667,26443.66666666667,24391.6875,24429.909722222223,24425.625,12,26,9.394871794871793,0.11282051282051284,0.010526315789473684,10.66578947368421
57,12,58,12,2018-12-27,2019-12-27,28521.0,28499.08333333333,28526.04166666667,26350.8125,26347.902777777777,26299.33333333333,12,27,8.351282051282052,0.17435897435897438,0.0,9.215789473684211
58,12,59,12,2018-12-28,2019-12-28,28624.0,28574.513888888887,28649.08333333333,25218.340277777777,25130.98611111111,25136.75,12,28,8.31315789473684,0.23157894736842102,0.0,9.446153846153848
59,12,60,12,2018-12-29,2019-12-29,26633.0,26614.95138888889,26433.08333333333,24103.75694444444,24070.73611111111,24053.95833333333,12,29,8.213157894736844,0.002631578947368421,0.002564102564102564,9.510256410256412
60,12,54,13,2018-12-30,2019-12-30,25255.0,25269.13888888889,25109.875,26954.51388888889,26994.38194444444,26929.375,12,30,8.484210526315787,0.021621621621621623,0.0,8.602564102564106
54,13,55,13,2018-12-31,2019-12-31,25909.0,25906.52083333333,25778.29166666667,25791.75,25822.01388888889,25720.375,12,31,8.697297297297297,0.0,0.010256410256410256,8.020512820512819
